date,fiscalyear,item,itemid,normalization,normid,val
1916,1915/1916,Canada savings bonds,312,Nominal dollars (millions),1,0
1916,1915/1916,Canada savings bonds,312,Percent of GDP,2,0
1916,1915/1916,Canada savings bonds,312,Percent of total revenue,3,0
1916,1915/1916,Canada savings bonds,312,Real per capita dollars,4,0
1916,1915/1916,Canada savings bonds,312,Real dollars (millions),5,0
1916,1915/1916,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,166
1916,1915/1916,Cash deficit (+) or surplus (-),530,Percent of GDP,2,5.0152526
1916,1915/1916,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,96.511627
1916,1915/1916,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,469.26892
1916,1915/1916,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,3752.3298
1916,1915/1916,Financial assets,200,Nominal dollars (millions),1,322
1916,1915/1916,Financial assets,200,Percent of GDP,2,9.7283821
1916,1915/1916,Financial assets,200,Percent of total revenue,3,187.2093
1916,1915/1916,Financial assets,200,Real per capita dollars,4,910.26862
1916,1915/1916,Financial assets,200,Real dollars (millions),5,7278.6157
1916,1915/1916,Gross federal debt,300,Nominal dollars (millions),1,937
1916,1915/1916,Gross federal debt,300,Percent of GDP,2,28.308987
1916,1915/1916,Gross federal debt,300,Percent of total revenue,3,544.76746
1916,1915/1916,Gross federal debt,300,Real per capita dollars,4,2648.8252
1916,1915/1916,Gross federal debt,300,Real dollars (millions),5,21180.318
1916,1915/1916,Interest on the debt,521,Nominal dollars (millions),1,21
1916,1915/1916,Interest on the debt,521,Percent of GDP,2,0.63445967
1916,1915/1916,Interest on the debt,521,Percent of total revenue,3,12.209302
1916,1915/1916,Interest on the debt,521,Real per capita dollars,4,59.365345
1916,1915/1916,Interest on the debt,521,Real dollars (millions),5,474.69232
1916,1915/1916,Marketable bonds,313,Nominal dollars (millions),1,621
1916,1915/1916,Marketable bonds,313,Percent of GDP,2,18.761879
1916,1915/1916,Marketable bonds,313,Percent of total revenue,3,361.04651
1916,1915/1916,Marketable bonds,313,Real per capita dollars,4,1755.5181
1916,1915/1916,Marketable bonds,313,Real dollars (millions),5,14037.33
1916,1915/1916,Net federal debt,100,Nominal dollars (millions),1,615
1916,1915/1916,Net federal debt,100,Percent of GDP,2,18.580605
1916,1915/1916,Net federal debt,100,Percent of total revenue,3,357.55814
1916,1915/1916,Net federal debt,100,Real per capita dollars,4,1738.5565
1916,1915/1916,Net federal debt,100,Real dollars (millions),5,13901.704
1916,1915/1916,Other liabilities,330,Nominal dollars (millions),1,-650
1916,1915/1916,Other liabilities,330,Percent of GDP,2,-19.638039
1916,1915/1916,Other liabilities,330,Percent of total revenue,3,-377.90698
1916,1915/1916,Other liabilities,330,Real per capita dollars,4,-1837.4988
1916,1915/1916,Other liabilities,330,Real dollars (millions),5,-14692.857
1916,1915/1916,Superannuation accounts,320,Nominal dollars (millions),1,4
1916,1915/1916,Superannuation accounts,320,Percent of GDP,2,0.12084947
1916,1915/1916,Superannuation accounts,320,Percent of total revenue,3,2.3255813
1916,1915/1916,Superannuation accounts,320,Real per capita dollars,4,11.307685
1916,1915/1916,Superannuation accounts,320,Real dollars (millions),5,90.417587
1916,1915/1916,Total expenditure,502,Nominal dollars (millions),1,338
1916,1915/1916,Total expenditure,502,Percent of GDP,2,10.21178
1916,1915/1916,Total expenditure,502,Percent of total revenue,3,196.51163
1916,1915/1916,Total expenditure,502,Real per capita dollars,4,955.49939
1916,1915/1916,Total expenditure,502,Real dollars (millions),5,7640.2861
1916,1915/1916,Total revenue,501,Nominal dollars (millions),1,172
1916,1915/1916,Total revenue,501,Percent of GDP,2,5.196527
1916,1915/1916,Total revenue,501,Percent of total revenue,3,100
1916,1915/1916,Total revenue,501,Real per capita dollars,4,486.23044
1916,1915/1916,Total revenue,501,Real dollars (millions),5,3887.9561
1916,1915/1916,Treasury bills,311,Nominal dollars (millions),1,0
1916,1915/1916,Treasury bills,311,Percent of GDP,2,0
1916,1915/1916,Treasury bills,311,Percent of total revenue,3,0
1916,1915/1916,Treasury bills,311,Real per capita dollars,4,0
1916,1915/1916,Treasury bills,311,Real dollars (millions),5,0
1916,1915/1916,Unmatured debt,310,Nominal dollars (millions),1,646
1916,1915/1916,Unmatured debt,310,Percent of GDP,2,19.517189
1916,1915/1916,Unmatured debt,310,Percent of total revenue,3,375.58139
1916,1915/1916,Unmatured debt,310,Real per capita dollars,4,1826.1912
1916,1915/1916,Unmatured debt,310,Real dollars (millions),5,14602.44
1916,1915/1916,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,363
1916,1915/1916,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,10.967089
1916,1915/1916,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,211.04651
1916,1915/1916,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,1026.1724
1916,1915/1916,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,8205.3955
1917,1916/1917,Canada savings bonds,312,Nominal dollars (millions),1,0
1917,1916/1917,Canada savings bonds,312,Percent of GDP,2,0
1917,1916/1917,Canada savings bonds,312,Percent of total revenue,3,0
1917,1916/1917,Canada savings bonds,312,Real per capita dollars,4,0
1917,1916/1917,Canada savings bonds,312,Real dollars (millions),5,0
1917,1916/1917,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,264
1917,1916/1917,Cash deficit (+) or surplus (-),530,Percent of GDP,2,6.4792056
1917,1916/1917,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,113.30472
1917,1916/1917,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,628.073
1917,1916/1917,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,5059.1797
1917,1916/1917,Financial assets,200,Nominal dollars (millions),1,502
1917,1916/1917,Financial assets,200,Percent of GDP,2,12.320308
1917,1916/1917,Financial assets,200,Percent of total revenue,3,215.45064
1917,1916/1917,Financial assets,200,Real per capita dollars,4,1194.2903
1917,1916/1917,Financial assets,200,Real dollars (millions),5,9620.1064
1917,1916/1917,Gross federal debt,300,Nominal dollars (millions),1,1381
1917,1916/1917,Gross federal debt,300,Percent of GDP,2,33.89312
1917,1916/1917,Gross federal debt,300,Percent of total revenue,3,592.70386
1917,1916/1917,Gross federal debt,300,Real per capita dollars,4,3285.488
1917,1916/1917,Gross federal debt,300,Real dollars (millions),5,26464.875
1917,1916/1917,Interest on the debt,521,Nominal dollars (millions),1,36
1917,1916/1917,Interest on the debt,521,Percent of GDP,2,0.88352805
1917,1916/1917,Interest on the debt,521,Percent of total revenue,3,15.450644
1917,1916/1917,Interest on the debt,521,Real per capita dollars,4,85.646317
1917,1916/1917,Interest on the debt,521,Real dollars (millions),5,689.88812
1917,1916/1917,Marketable bonds,313,Nominal dollars (millions),1,979
1917,1916/1917,Marketable bonds,313,Percent of GDP,2,24.027056
1917,1916/1917,Marketable bonds,313,Percent of total revenue,3,420.17166
1917,1916/1917,Marketable bonds,313,Real per capita dollars,4,2329.104
1917,1916/1917,Marketable bonds,313,Real dollars (millions),5,18761.125
1917,1916/1917,Net federal debt,100,Nominal dollars (millions),1,879
1917,1916/1917,Net federal debt,100,Percent of GDP,2,21.572811
1917,1916/1917,Net federal debt,100,Percent of total revenue,3,377.2532
1917,1916/1917,Net federal debt,100,Real per capita dollars,4,2091.1975
1917,1916/1917,Net federal debt,100,Real dollars (millions),5,16844.77
1917,1916/1917,Other liabilities,330,Nominal dollars (millions),1,-1083
1917,1916/1917,Other liabilities,330,Percent of GDP,2,-26.57947
1917,1916/1917,Other liabilities,330,Percent of total revenue,3,-464.80685
1917,1916/1917,Other liabilities,330,Real per capita dollars,4,-2576.5269
1917,1916/1917,Other liabilities,330,Real dollars (millions),5,-20754.135
1917,1916/1917,Superannuation accounts,320,Nominal dollars (millions),1,4
1917,1916/1917,Superannuation accounts,320,Percent of GDP,2,0.098169789
1917,1916/1917,Superannuation accounts,320,Percent of total revenue,3,1.7167382
1917,1916/1917,Superannuation accounts,320,Real per capita dollars,4,9.5162573
1917,1916/1917,Superannuation accounts,320,Real dollars (millions),5,76.654236
1917,1916/1917,Total expenditure,502,Nominal dollars (millions),1,497
1917,1916/1917,Total expenditure,502,Percent of GDP,2,12.197596
1917,1916/1917,Total expenditure,502,Percent of total revenue,3,213.30472
1917,1916/1917,Total expenditure,502,Real per capita dollars,4,1182.395
1917,1916/1917,Total expenditure,502,Real dollars (millions),5,9524.2891
1917,1916/1917,Total revenue,501,Nominal dollars (millions),1,233
1917,1916/1917,Total revenue,501,Percent of GDP,2,5.71839
1917,1916/1917,Total revenue,501,Percent of total revenue,3,100
1917,1916/1917,Total revenue,501,Real per capita dollars,4,554.32202
1917,1916/1917,Total revenue,501,Real dollars (millions),5,4465.1094
1917,1916/1917,Treasury bills,311,Nominal dollars (millions),1,100
1917,1916/1917,Treasury bills,311,Percent of GDP,2,2.4542446
1917,1916/1917,Treasury bills,311,Percent of total revenue,3,42.918453
1917,1916/1917,Treasury bills,311,Real per capita dollars,4,237.90645
1917,1916/1917,Treasury bills,311,Real dollars (millions),5,1916.356
1917,1916/1917,Unmatured debt,310,Nominal dollars (millions),1,1079
1917,1916/1917,Unmatured debt,310,Percent of GDP,2,26.4813
1917,1916/1917,Unmatured debt,310,Percent of total revenue,3,463.09012
1917,1916/1917,Unmatured debt,310,Real per capita dollars,4,2567.0105
1917,1916/1917,Unmatured debt,310,Real dollars (millions),5,20677.48
1917,1916/1917,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,439
1917,1916/1917,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,10.774134
1917,1916/1917,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,188.41202
1917,1916/1917,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,1044.4093
1917,1916/1917,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,8412.8027
1918,1917/1918,Canada savings bonds,312,Nominal dollars (millions),1,0
1918,1917/1918,Canada savings bonds,312,Percent of GDP,2,0
1918,1917/1918,Canada savings bonds,312,Percent of total revenue,3,0
1918,1917/1918,Canada savings bonds,312,Real per capita dollars,4,0
1918,1917/1918,Canada savings bonds,312,Real dollars (millions),5,0
1918,1917/1918,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,313
1918,1917/1918,Cash deficit (+) or surplus (-),530,Percent of GDP,2,7.1957841
1918,1917/1918,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,119.92337
1918,1917/1918,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,651.24127
1918,1917/1918,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,5303.0762
1918,1917/1918,Financial assets,200,Nominal dollars (millions),1,671
1918,1917/1918,Financial assets,200,Percent of GDP,2,15.426106
1918,1917/1918,Financial assets,200,Percent of total revenue,3,257.08813
1918,1917/1918,Financial assets,200,Real per capita dollars,4,1396.1115
1918,1917/1918,Financial assets,200,Real dollars (millions),5,11368.575
1918,1917/1918,Gross federal debt,300,Nominal dollars (millions),1,1863
1918,1917/1918,Gross federal debt,300,Percent of GDP,2,42.829861
1918,1917/1918,Gross federal debt,300,Percent of total revenue,3,713.79309
1918,1917/1918,Gross federal debt,300,Real per capita dollars,4,3876.2378
1918,1917/1918,Gross federal debt,300,Real dollars (millions),5,31564.314
1918,1917/1918,Interest on the debt,521,Nominal dollars (millions),1,48
1918,1917/1918,Interest on the debt,521,Percent of GDP,2,1.1035068
1918,1917/1918,Interest on the debt,521,Percent of total revenue,3,18.390804
1918,1917/1918,Interest on the debt,521,Real per capita dollars,4,99.870865
1918,1917/1918,Interest on the debt,521,Real dollars (millions),5,813.25128
1918,1917/1918,Marketable bonds,313,Nominal dollars (millions),1,1428
1918,1917/1918,Marketable bonds,313,Percent of GDP,2,32.82933
1918,1917/1918,Marketable bonds,313,Percent of total revenue,3,547.12646
1918,1917/1918,Marketable bonds,313,Real per capita dollars,4,2971.1582
1918,1917/1918,Marketable bonds,313,Real dollars (millions),5,24194.225
1918,1917/1918,Net federal debt,100,Nominal dollars (millions),1,1192
1918,1917/1918,Net federal debt,100,Percent of GDP,2,27.403753
1918,1917/1918,Net federal debt,100,Percent of total revenue,3,456.70499
1918,1917/1918,Net federal debt,100,Real per capita dollars,4,2480.1265
1918,1917/1918,Net federal debt,100,Real dollars (millions),5,20195.74
1918,1917/1918,Other liabilities,330,Nominal dollars (millions),1,-1508
1918,1917/1918,Other liabilities,330,Percent of GDP,2,-34.668507
1918,1917/1918,Other liabilities,330,Percent of total revenue,3,-577.77777
1918,1917/1918,Other liabilities,330,Real per capita dollars,4,-3137.6096
1918,1917/1918,Other liabilities,330,Real dollars (millions),5,-25549.645
1918,1917/1918,Superannuation accounts,320,Nominal dollars (millions),1,5
1918,1917/1918,Superannuation accounts,320,Percent of GDP,2,0.11494863
1918,1917/1918,Superannuation accounts,320,Percent of total revenue,3,1.9157088
1918,1917/1918,Superannuation accounts,320,Real per capita dollars,4,10.403214
1918,1917/1918,Superannuation accounts,320,Real dollars (millions),5,84.713676
1918,1917/1918,Total expenditure,502,Nominal dollars (millions),1,574
1918,1917/1918,Total expenditure,502,Percent of GDP,2,13.196103
1918,1917/1918,Total expenditure,502,Percent of total revenue,3,219.92337
1918,1917/1918,Total expenditure,502,Real per capita dollars,4,1194.2891
1918,1917/1918,Total expenditure,502,Real dollars (millions),5,9725.1299
1918,1917/1918,Total revenue,501,Nominal dollars (millions),1,261
1918,1917/1918,Total revenue,501,Percent of GDP,2,6.0003185
1918,1917/1918,Total revenue,501,Percent of total revenue,3,100
1918,1917/1918,Total revenue,501,Real per capita dollars,4,543.04779
1918,1917/1918,Total revenue,501,Real dollars (millions),5,4422.0537
1918,1917/1918,Treasury bills,311,Nominal dollars (millions),1,75
1918,1917/1918,Treasury bills,311,Percent of GDP,2,1.7242295
1918,1917/1918,Treasury bills,311,Percent of total revenue,3,28.735632
1918,1917/1918,Treasury bills,311,Real per capita dollars,4,156.04822
1918,1917/1918,Treasury bills,311,Real dollars (millions),5,1270.7051
1918,1917/1918,Unmatured debt,310,Nominal dollars (millions),1,1503
1918,1917/1918,Unmatured debt,310,Percent of GDP,2,34.553558
1918,1917/1918,Unmatured debt,310,Percent of total revenue,3,575.86206
1918,1917/1918,Unmatured debt,310,Real per capita dollars,4,3127.2063
1918,1917/1918,Unmatured debt,310,Real dollars (millions),5,25464.93
1918,1917/1918,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,546
1918,1917/1918,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,12.55239
1918,1917/1918,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,209.1954
1918,1917/1918,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,1136.031
1918,1917/1918,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,9250.7334
1919,1918/1919,Canada savings bonds,312,Nominal dollars (millions),1,0
1919,1918/1919,Canada savings bonds,312,Percent of GDP,2,0
1919,1918/1919,Canada savings bonds,312,Percent of total revenue,3,0
1919,1918/1919,Canada savings bonds,312,Real per capita dollars,4,0
1919,1918/1919,Canada savings bonds,312,Real dollars (millions),5,0
1919,1918/1919,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,383
1919,1918/1919,Cash deficit (+) or surplus (-),530,Percent of GDP,2,8.5915623
1919,1918/1919,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,122.36422
1919,1918/1919,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,713.26392
1919,1918/1919,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,5924.3193
1919,1918/1919,Financial assets,200,Nominal dollars (millions),1,1102
1919,1918/1919,Financial assets,200,Percent of GDP,2,24.720369
1919,1918/1919,Financial assets,200,Percent of total revenue,3,352.07669
1919,1918/1919,Financial assets,200,Real per capita dollars,4,2052.2632
1919,1918/1919,Financial assets,200,Real dollars (millions),5,17045.953
1919,1918/1919,Gross federal debt,300,Nominal dollars (millions),1,2677
1919,1918/1919,Gross federal debt,300,Percent of GDP,2,60.051208
1919,1918/1919,Gross federal debt,300,Percent of total revenue,3,855.27155
1919,1918/1919,Gross federal debt,300,Real per capita dollars,4,4985.3979
1919,1918/1919,Gross federal debt,300,Real dollars (millions),5,41408.363
1919,1918/1919,Interest on the debt,521,Nominal dollars (millions),1,77
1919,1918/1919,Interest on the debt,521,Percent of GDP,2,1.7272854
1919,1918/1919,Interest on the debt,521,Percent of total revenue,3,24.600639
1919,1918/1919,Interest on the debt,521,Real per capita dollars,4,143.39771
1919,1918/1919,Interest on the debt,521,Real dollars (millions),5,1191.0511
1919,1918/1919,Marketable bonds,313,Nominal dollars (millions),1,2204
1919,1918/1919,Marketable bonds,313,Percent of GDP,2,49.440739
1919,1918/1919,Marketable bonds,313,Percent of total revenue,3,704.15338
1919,1918/1919,Marketable bonds,313,Real per capita dollars,4,4104.5264
1919,1918/1919,Marketable bonds,313,Real dollars (millions),5,34091.906
1919,1918/1919,Net federal debt,100,Nominal dollars (millions),1,1575
1919,1918/1919,Net federal debt,100,Percent of GDP,2,35.330837
1919,1918/1919,Net federal debt,100,Percent of total revenue,3,503.19489
1919,1918/1919,Net federal debt,100,Real per capita dollars,4,2933.1348
1919,1918/1919,Net federal debt,100,Real dollars (millions),5,24362.41
1919,1918/1919,Other liabilities,330,Nominal dollars (millions),1,-2284
1919,1918/1919,Other liabilities,330,Percent of GDP,2,-51.235321
1919,1918/1919,Other liabilities,330,Percent of total revenue,3,-729.71246
1919,1918/1919,Other liabilities,330,Real per capita dollars,4,-4253.5112
1919,1918/1919,Other liabilities,330,Real dollars (millions),5,-35329.359
1919,1918/1919,Superannuation accounts,320,Nominal dollars (millions),1,6
1919,1918/1919,Superannuation accounts,320,Percent of GDP,2,0.13459367
1919,1918/1919,Superannuation accounts,320,Percent of total revenue,3,1.9169329
1919,1918/1919,Superannuation accounts,320,Real per capita dollars,4,11.173847
1919,1918/1919,Superannuation accounts,320,Real dollars (millions),5,92.809181
1919,1918/1919,Total expenditure,502,Nominal dollars (millions),1,696
1919,1918/1919,Total expenditure,502,Percent of GDP,2,15.612865
1919,1918/1919,Total expenditure,502,Percent of total revenue,3,222.36421
1919,1918/1919,Total expenditure,502,Real per capita dollars,4,1296.1663
1919,1918/1919,Total expenditure,502,Real dollars (millions),5,10765.865
1919,1918/1919,Total revenue,501,Nominal dollars (millions),1,313
1919,1918/1919,Total revenue,501,Percent of GDP,2,7.0213032
1919,1918/1919,Total revenue,501,Percent of total revenue,3,100
1919,1918/1919,Total revenue,501,Real per capita dollars,4,582.90234
1919,1918/1919,Total revenue,501,Real dollars (millions),5,4841.5454
1919,1918/1919,Treasury bills,311,Nominal dollars (millions),1,74
1919,1918/1919,Treasury bills,311,Percent of GDP,2,1.6599885
1919,1918/1919,Treasury bills,311,Percent of total revenue,3,23.642172
1919,1918/1919,Treasury bills,311,Real per capita dollars,4,137.81078
1919,1918/1919,Treasury bills,311,Real dollars (millions),5,1144.6466
1919,1918/1919,Unmatured debt,310,Nominal dollars (millions),1,2278
1919,1918/1919,Unmatured debt,310,Percent of GDP,2,51.100727
1919,1918/1919,Unmatured debt,310,Percent of total revenue,3,727.79553
1919,1918/1919,Unmatured debt,310,Real per capita dollars,4,4242.3374
1919,1918/1919,Unmatured debt,310,Real dollars (millions),5,35236.551
1919,1918/1919,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,439
1919,1918/1919,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,9.8477697
1919,1918/1919,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,140.25558
1919,1918/1919,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,817.55316
1919,1918/1919,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,6790.5386
1920,1919/1920,Canada savings bonds,312,Nominal dollars (millions),1,0
1920,1919/1920,Canada savings bonds,312,Percent of GDP,2,0
1920,1919/1920,Canada savings bonds,312,Percent of total revenue,3,0
1920,1919/1920,Canada savings bonds,312,Real per capita dollars,4,0
1920,1919/1920,Canada savings bonds,312,Real dollars (millions),5,0
1920,1919/1920,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,390
1920,1919/1920,Cash deficit (+) or surplus (-),530,Percent of GDP,2,7.5497489
1920,1919/1920,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,111.42857
1920,1919/1920,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,606.63904
1920,1919/1920,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,5187.2368
1920,1919/1920,Financial assets,200,Nominal dollars (millions),1,793
1920,1919/1920,Financial assets,200,Percent of GDP,2,15.351156
1920,1919/1920,Financial assets,200,Percent of total revenue,3,226.57143
1920,1919/1920,Financial assets,200,Real per capita dollars,4,1233.4994
1920,1919/1920,Financial assets,200,Real dollars (millions),5,10547.381
1920,1919/1920,Gross federal debt,300,Nominal dollars (millions),1,3042
1920,1919/1920,Gross federal debt,300,Percent of GDP,2,58.888042
1920,1919/1920,Gross federal debt,300,Percent of total revenue,3,869.14288
1920,1919/1920,Gross federal debt,300,Real per capita dollars,4,4731.7847
1920,1919/1920,Gross federal debt,300,Real dollars (millions),5,40460.445
1920,1919/1920,Interest on the debt,521,Nominal dollars (millions),1,125
1920,1919/1920,Interest on the debt,521,Percent of GDP,2,2.4197912
1920,1919/1920,Interest on the debt,521,Percent of total revenue,3,35.714287
1920,1919/1920,Interest on the debt,521,Real per capita dollars,4,194.43559
1920,1919/1920,Interest on the debt,521,Real dollars (millions),5,1662.5758
1920,1919/1920,Marketable bonds,313,Nominal dollars (millions),1,2554
1920,1919/1920,Marketable bonds,313,Percent of GDP,2,49.441177
1920,1919/1920,Marketable bonds,313,Percent of total revenue,3,729.71429
1920,1919/1920,Marketable bonds,313,Real per capita dollars,4,3972.708
1920,1919/1920,Marketable bonds,313,Real dollars (millions),5,33969.75
1920,1919/1920,Net federal debt,100,Nominal dollars (millions),1,2249
1920,1919/1920,Net federal debt,100,Percent of GDP,2,43.536884
1920,1919/1920,Net federal debt,100,Percent of total revenue,3,642.57141
1920,1919/1920,Net federal debt,100,Real per capita dollars,4,3498.2852
1920,1919/1920,Net federal debt,100,Real dollars (millions),5,29913.064
1920,1919/1920,Other liabilities,330,Nominal dollars (millions),1,-2636
1920,1919/1920,Other liabilities,330,Percent of GDP,2,-51.028561
1920,1919/1920,Other liabilities,330,Percent of total revenue,3,-753.14288
1920,1919/1920,Other liabilities,330,Real per capita dollars,4,-4100.2578
1920,1919/1920,Other liabilities,330,Real dollars (millions),5,-35060.398
1920,1919/1920,Superannuation accounts,320,Nominal dollars (millions),1,8
1920,1919/1920,Superannuation accounts,320,Percent of GDP,2,0.15486665
1920,1919/1920,Superannuation accounts,320,Percent of total revenue,3,2.2857144
1920,1919/1920,Superannuation accounts,320,Real per capita dollars,4,12.443878
1920,1919/1920,Superannuation accounts,320,Real dollars (millions),5,106.40485
1920,1919/1920,Total expenditure,502,Nominal dollars (millions),1,740
1920,1919/1920,Total expenditure,502,Percent of GDP,2,14.325165
1920,1919/1920,Total expenditure,502,Percent of total revenue,3,211.42857
1920,1919/1920,Total expenditure,502,Real per capita dollars,4,1151.0587
1920,1919/1920,Total expenditure,502,Real dollars (millions),5,9842.4492
1920,1919/1920,Total revenue,501,Nominal dollars (millions),1,350
1920,1919/1920,Total revenue,501,Percent of GDP,2,6.7754159
1920,1919/1920,Total revenue,501,Percent of total revenue,3,100
1920,1919/1920,Total revenue,501,Real per capita dollars,4,544.41968
1920,1919/1920,Total revenue,501,Real dollars (millions),5,4655.2124
1920,1919/1920,Treasury bills,311,Nominal dollars (millions),1,74
1920,1919/1920,Treasury bills,311,Percent of GDP,2,1.4325165
1920,1919/1920,Treasury bills,311,Percent of total revenue,3,21.142857
1920,1919/1920,Treasury bills,311,Real per capita dollars,4,115.10587
1920,1919/1920,Treasury bills,311,Real dollars (millions),5,984.24493
1920,1919/1920,Unmatured debt,310,Nominal dollars (millions),1,2628
1920,1919/1920,Unmatured debt,310,Percent of GDP,2,50.873692
1920,1919/1920,Unmatured debt,310,Percent of total revenue,3,750.85712
1920,1919/1920,Unmatured debt,310,Real per capita dollars,4,4087.814
1920,1919/1920,Unmatured debt,310,Real dollars (millions),5,34953.996
1920,1919/1920,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,411
1920,1919/1920,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,7.956274
1920,1919/1920,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,117.42857
1920,1919/1920,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,639.3042
1920,1919/1920,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,5466.5493
1921,1920/1921,Canada savings bonds,312,Nominal dollars (millions),1,0
1921,1920/1921,Canada savings bonds,312,Percent of GDP,2,0
1921,1920/1921,Canada savings bonds,312,Percent of total revenue,3,0
1921,1920/1921,Canada savings bonds,312,Real per capita dollars,4,0
1921,1920/1921,Canada savings bonds,312,Real dollars (millions),5,0
1921,1920/1921,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,92
1921,1920/1921,Cash deficit (+) or surplus (-),530,Percent of GDP,2,2.2124829
1921,1920/1921,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,21.052631
1921,1920/1921,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,158.51607
1921,1920/1921,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,1392.1892
1921,1920/1921,Financial assets,200,Nominal dollars (millions),1,588
1921,1920/1921,Financial assets,200,Percent of GDP,2,14.140652
1921,1920/1921,Financial assets,200,Percent of total revenue,3,134.55377
1921,1920/1921,Financial assets,200,Real per capita dollars,4,1013.1245
1921,1920/1921,Financial assets,200,Real dollars (millions),5,8897.9053
1921,1920/1921,Gross federal debt,300,Nominal dollars (millions),1,2929
1921,1920/1921,Gross federal debt,300,Percent of GDP,2,70.438721
1921,1920/1921,Gross federal debt,300,Percent of total revenue,3,670.25171
1921,1920/1921,Gross federal debt,300,Real per capita dollars,4,5046.6694
1921,1920/1921,Gross federal debt,300,Real dollars (millions),5,44323.07
1921,1920/1921,Interest on the debt,521,Nominal dollars (millions),1,140
1921,1920/1921,Interest on the debt,521,Percent of GDP,2,3.3668218
1921,1920/1921,Interest on the debt,521,Percent of total revenue,3,32.036613
1921,1920/1921,Interest on the debt,521,Real per capita dollars,4,241.22011
1921,1920/1921,Interest on the debt,521,Real dollars (millions),5,2118.5488
1921,1920/1921,Marketable bonds,313,Nominal dollars (millions),1,2477
1921,1920/1921,Marketable bonds,313,Percent of GDP,2,59.568695
1921,1920/1921,Marketable bonds,313,Percent of total revenue,3,566.81921
1921,1920/1921,Marketable bonds,313,Real per capita dollars,4,4267.873
1921,1920/1921,Marketable bonds,313,Real dollars (millions),5,37483.184
1921,1920/1921,Net federal debt,100,Nominal dollars (millions),1,2341
1921,1920/1921,Net federal debt,100,Percent of GDP,2,56.298069
1921,1920/1921,Net federal debt,100,Percent of total revenue,3,535.69794
1921,1920/1921,Net federal debt,100,Real per capita dollars,4,4033.5447
1921,1920/1921,Net federal debt,100,Real dollars (millions),5,35425.164
1921,1920/1921,Other liabilities,330,Nominal dollars (millions),1,-2562
1921,1920/1921,Other liabilities,330,Percent of GDP,2,-61.612839
1921,1920/1921,Other liabilities,330,Percent of total revenue,3,-586.27002
1921,1920/1921,Other liabilities,330,Real per capita dollars,4,-4414.3281
1921,1920/1921,Other liabilities,330,Real dollars (millions),5,-38769.445
1921,1920/1921,Superannuation accounts,320,Nominal dollars (millions),1,9
1921,1920/1921,Superannuation accounts,320,Percent of GDP,2,0.21643855
1921,1920/1921,Superannuation accounts,320,Percent of total revenue,3,2.0594966
